[Saturday/January 10/01/2026 22:02:46] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_14m39s407ms_14m43s757ms.mp3 | length=4.3491666666667 | time=4.1179205779433
[Saturday/January 10/01/2026 22:03:39] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_15m06s817ms_15m11s777ms.mp3 | length=4.96 | time=4.73629629561
[Saturday/January 10/01/2026 22:12:29] /mnt/GAME_DISK/[neoDESU] Love Live! Superstar!! [Season 1-3] [BD 1080p x265 HEVC OPUS AAC] [Dual Audio]/Season 1/Love Live! Superstar!! - S01E05.mkv | length=1423.09 | time=6.632
[Saturday/January 10/01/2026 22:15:27] /mnt/GAME_DISK/[neoDESU] Love Live! Superstar!! [Season 1-3] [BD 1080p x265 HEVC OPUS AAC] [Dual Audio]/Season 1/Love Live! Superstar!! - S01E04.mkv | length=1422.101 | time=974.724
[Saturday/January 10/01/2026 22:17:03] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_16m18s974ms_16m26s308ms.mp3 | length=7.3333333333333 | time=7.1148220522766
[Saturday/January 10/01/2026 22:17:51] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_16m29s194ms_16m34s824ms.mp3 | length=5.63 | time=5.40834600261
[Saturday/January 10/01/2026 22:18:12] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_16m32s904ms_16m38s404ms.mp3 | length=5.4996666666667 | time=5.2695186699433
[Saturday/January 10/01/2026 22:32:31] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e05_00m03s904ms_00m11s244ms.mp3 | length=7.3408333333333 | time=7.1150016162766
[Saturday/January 10/01/2026 22:33:02] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e05_00m15s374ms_00m21s504ms.mp3 | length=6.1306666666667 | time=5.9094772189433
[Saturday/January 10/01/2026 22:36:19] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e05_04m28s714ms_04m33s134ms.mp3 | length=4.421 | time=4.1817726959433
[Sunday/January 11/01/2026 07:33:34] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e05_09m47s864ms_09m57s954ms.mp3 | length=10.089666666667 | time=9.8775284659432
[Sunday/January 11/01/2026 07:45:54] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e05_15m46s554ms_15m53s144ms.mp3 | length=6.5893333333333 | time=6.36811471661
[Sunday/January 11/01/2026 07:47:34] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e05_15m38s004ms_15m46s264ms.mp3 | length=8.26 | time=8.0215781589433
[Sunday/January 11/01/2026 07:48:46] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e05_16m01s114ms_16m10s324ms.mp3 | length=9.2103333333333 | time=8.9815315099433
